File,Length (s),Padding_Time
20211SW107_20210427_040000_73372800.wav,2.2,0.7999999999999998
20211SW107_20210427_040000_73986560.wav,2.133333,0.8666670000000001
20211SW107_20210427_040000_74330880.wav,2.226667,0.773333
20211SW107_20210427_040000_74898560.wav,2.266667,0.733333
20211SW107_20210427_040000_75196800.wav,2.16,0.8399999999999999
20211SW107_20210427_040000_75509120.wav,2.453333,0.5466669999999998
20211SW107_20210427_040000_75863040.wav,2.426667,0.5733329999999999
20211SW107_20210427_040000_76176640.wav,2.32,0.6800000000000002
20211SW107_20210427_040000_76874880.wav,2.24,0.7599999999999998
20211SW107_20210427_040000_77184000.wav,2.12,0.8799999999999999
20211SW107_20210427_040000_77454720.wav,2.253333,0.746667
20211SW107_20210427_040000_78641920.wav,2.573333,0.4266670000000001
20211SW107_20210427_040000_78979200.wav,2.186667,0.8133330000000001
20211SW107_20210427_040000_79250560.wav,2.28,0.7200000000000002
20211SW107_20210427_040000_80148480.wav,2.453333,0.5466669999999998
20211SW107_20210427_040000_80495360.wav,2.826667,0.1733329999999999
20211SW107_20210427_040000_80711680.wav,2.293333,0.7066669999999999
20211SW107_20210428_040000_131666944.wav,2.346667,0.6533329999999999
20211SW107_20210429_040000_110481280.wav,2.968027,0.0319729999999998
20211SW107_20210429_040000_110951424.wav,2.904036,0.0959639999999999
20211SW107_20210429_040000_111623040.wav,2.28,0.7200000000000002
